Timestamp,miners-revenue
9/20/2009 0:00,0
9/23/2009 0:00,0
9/26/2009 0:00,0
9/29/2009 0:00,0
10/2/2009 0:00,0
10/5/2009 0:00,0
10/8/2009 0:00,0
10/11/2009 0:00,0
10/14/2009 0:00,0
10/17/2009 0:00,0
10/20/2009 0:00,0
10/23/2009 0:00,0
10/26/2009 0:00,0
10/29/2009 0:00,0
11/1/2009 0:00,0
11/4/2009 0:00,0
11/7/2009 0:00,0
11/10/2009 0:00,0
11/13/2009 0:00,0
11/16/2009 0:00,0
11/19/2009 0:00,0
11/22/2009 0:00,0
11/25/2009 0:00,0
11/28/2009 0:00,0
12/1/2009 0:00,0
12/4/2009 0:00,0
12/7/2009 0:00,0
12/10/2009 0:00,0
12/13/2009 0:00,0
12/16/2009 0:00,0
12/19/2009 0:00,0
12/22/2009 0:00,0
12/25/2009 0:00,0
12/28/2009 0:00,0
12/31/2009 0:00,0
1/3/2010 0:00,0
1/6/2010 0:00,0
1/9/2010 0:00,0
1/12/2010 0:00,0
1/15/2010 0:00,0
1/18/2010 0:00,0
1/21/2010 0:00,0
1/24/2010 0:00,0
1/27/2010 0:00,0
1/30/2010 0:00,0
2/2/2010 0:00,0
2/5/2010 0:00,0
2/8/2010 0:00,0
2/11/2010 0:00,0
2/14/2010 0:00,0
2/17/2010 0:00,0
2/20/2010 0:00,0
2/23/2010 0:00,0
2/26/2010 0:00,0
3/1/2010 0:00,0
3/4/2010 0:00,0
3/7/2010 0:00,0
3/10/2010 0:00,0
3/13/2010 0:00,0
3/16/2010 0:00,0
3/19/2010 0:00,0
3/22/2010 0:00,0
3/25/2010 0:00,0
3/28/2010 0:00,0
3/31/2010 0:00,0
4/3/2010 0:00,0
4/6/2010 0:00,0
4/9/2010 0:00,0
4/12/2010 0:00,0
4/15/2010 0:00,0
4/18/2010 0:00,0
4/21/2010 0:00,0
4/24/2010 0:00,0
4/27/2010 0:00,0
4/30/2010 0:00,0
5/3/2010 0:00,0
5/6/2010 0:00,0
5/9/2010 0:00,0
5/12/2010 0:00,0
5/15/2010 0:00,0
5/18/2010 0:00,0
5/21/2010 0:00,0
5/24/2010 0:00,0
5/27/2010 0:00,0
5/30/2010 0:00,0
6/2/2010 0:00,0
6/5/2010 0:00,0
6/8/2010 0:00,0
6/11/2010 0:00,0
6/14/2010 0:00,0
6/17/2010 0:00,0
6/20/2010 0:00,0
6/23/2010 0:00,0
6/26/2010 0:00,0
6/29/2010 0:00,0
7/2/2010 0:00,0
7/5/2010 0:00,0
7/8/2010 0:00,0
7/11/2010 0:00,0
7/14/2010 0:00,0
7/17/2010 0:00,0
7/20/2010 0:00,0
7/23/2010 0:00,0
7/26/2010 0:00,0
7/29/2010 0:00,0
8/1/2010 0:00,0
8/4/2010 0:00,0
8/7/2010 0:00,0
8/10/2010 0:00,0
8/13/2010 0:00,0
8/16/2010 0:00,0
8/19/2010 0:00,479.5
8/22/2010 0:00,742
8/25/2010 0:00,770
8/28/2010 0:00,595.0000001
8/31/2010 0:00,644.014
9/3/2010 0:00,504
9/6/2010 0:00,486
9/9/2010 0:00,411.0066
9/12/2010 0:00,531.009
9/15/2010 0:00,760.5
9/18/2010 0:00,711.0108
9/21/2010 0:00,522
9/24/2010 0:00,690
9/27/2010 0:00,687.0012
9/30/2010 0:00,438
10/3/2010 0:00,372.000466
10/6/2010 0:00,519.0000001
10/9/2010 0:00,790
10/12/2010 0:00,978
10/15/2010 0:00,1006.5
10/18/2010 0:00,1305.002
10/21/2010 0:00,930.0007766
10/24/2010 0:00,1345.5
10/27/2010 0:00,2080.5
10/30/2010 0:00,2489
11/2/2010 0:00,1780
11/5/2010 0:00,2724
11/8/2010 0:00,6509.8901
11/11/2010 0:00,2847
11/14/2010 0:00,4170
11/17/2010 0:00,3654
11/20/2010 0:00,1652.2828
11/23/2010 0:00,2016.1372
11/26/2010 0:00,2828.1036
11/29/2010 0:00,3066.0084
12/2/2010 0:00,2185.0138
12/5/2010 0:00,3112.5075
12/8/2010 0:00,2806.0092
12/11/2010 0:00,1900.524622
12/14/2010 0:00,1932.011252
12/17/2010 0:00,2100.058608
12/20/2010 0:00,2145.017418
12/23/2010 0:00,1911.0156
12/26/2010 0:00,1837.526411
12/29/2010 0:00,2508.539366
1/1/2011 0:00,2775.026746
1/4/2011 0:00,2115.009387
1/7/2011 0:00,2550.016058
1/10/2011 0:00,2688.02523
1/13/2011 0:00,3456.008978
1/16/2011 0:00,3600.034511
1/19/2011 0:00,3363.019
1/22/2011 0:00,3718.206463
1/25/2011 0:00,3476.056786
1/28/2011 0:00,3483.0258
1/31/2011 0:00,4176.3648
2/3/2011 0:00,8446.285516
2/6/2011 0:00,8142.111436
2/9/2011 0:00,8827.059621
2/12/2011 0:00,10094.76413
2/15/2011 0:00,12366.26294
2/18/2011 0:00,11235.5565
2/21/2011 0:00,9212.3854
2/24/2011 0:00,10022.65931
2/27/2011 0:00,12153.0584
3/2/2011 0:00,8342.448819
3/5/2011 0:00,13068.73498
3/8/2011 0:00,8785.1036
3/11/2011 0:00,5790.858184
3/14/2011 0:00,5279.662045
3/17/2011 0:00,6275.73656
3/20/2011 0:00,5783.875805
3/23/2011 0:00,6698.127786
3/26/2011 0:00,6323.102989
3/29/2011 0:00,6848.872884
4/1/2011 0:00,8883.6
4/4/2011 0:00,11287.77428
4/7/2011 0:00,5589.78015
4/10/2011 0:00,6818.553041
4/13/2011 0:00,8927.735752
4/16/2011 0:00,9541.512165
4/19/2011 0:00,9246.781539
4/22/2011 0:00,10830.5067
4/25/2011 0:00,18349.46807
4/28/2011 0:00,17398.05666
5/1/2011 0:00,38342.74185
5/4/2011 0:00,34595.83689
5/7/2011 0:00,39120.09118
5/10/2011 0:00,39679.07234
5/13/2011 0:00,68523.87773
5/16/2011 0:00,105594.0693
5/19/2011 0:00,67163.57552
5/22/2011 0:00,84071.53717
5/25/2011 0:00,112473.0358
5/28/2011 0:00,69835.8869
5/31/2011 0:00,72236.3175
6/3/2011 0:00,117192.9836
6/6/2011 0:00,222490.7212
6/9/2011 0:00,357650.6825
6/12/2011 0:00,339684.6284
6/15/2011 0:00,292369.0999
6/18/2011 0:00,186404.1146
6/21/2011 0:00,217598.7991
6/24/2011 0:00,175009.3676
6/27/2011 0:00,149441.1702
6/30/2011 0:00,165999.5952
7/3/2011 0:00,134692.5702
7/6/2011 0:00,120837.229
7/9/2011 0:00,115601.4178
7/12/2011 0:00,106436.1997
7/15/2011 0:00,115561.0013
7/18/2011 0:00,119733.4099
7/21/2011 0:00,106678.2045
7/24/2011 0:00,115761.1395
7/27/2011 0:00,124885.481
7/30/2011 0:00,107719.3804
8/2/2011 0:00,108341.1194
8/5/2011 0:00,80573.34067
8/8/2011 0:00,66178.7171
8/11/2011 0:00,91137.93735
8/14/2011 0:00,75591.58173
8/17/2011 0:00,80734.29912
8/20/2011 0:00,127630.5468
8/23/2011 0:00,135219.9945
8/26/2011 0:00,80585.40348
8/29/2011 0:00,65462.75868
9/1/2011 0:00,59035.76787
9/4/2011 0:00,59178.41878
9/7/2011 0:00,64247.12464
9/10/2011 0:00,48374.1114
9/13/2011 0:00,52318.0115
9/16/2011 0:00,34345.02191
9/19/2011 0:00,33183.59674
9/22/2011 0:00,48227.94958
9/25/2011 0:00,40765.10463
9/28/2011 0:00,37507.33303
10/1/2011 0:00,41405.60289
10/4/2011 0:00,29873.03881
10/7/2011 0:00,55507.88164
10/10/2011 0:00,27264.67587
10/13/2011 0:00,21958.34876
10/16/2011 0:00,25476.98537
10/19/2011 0:00,19463.36726
10/22/2011 0:00,14022.04801
10/25/2011 0:00,21655.21251
10/28/2011 0:00,16284.43568
10/31/2011 0:00,24243.79541
11/3/2011 0:00,21322.41978
11/6/2011 0:00,24416.6465
11/9/2011 0:00,40049.81447
11/12/2011 0:00,33341.11236
11/15/2011 0:00,25231.09067
11/18/2011 0:00,16966.06016
11/21/2011 0:00,21813.13031
11/24/2011 0:00,14049.8589
11/27/2011 0:00,14874.48031
11/30/2011 0:00,30557.73897
12/3/2011 0:00,36127.80137
12/6/2011 0:00,32130.8212
12/9/2011 0:00,23338.95245
12/12/2011 0:00,21997.07927
12/15/2011 0:00,19259.61713
12/18/2011 0:00,24881.54452
12/21/2011 0:00,42582.94941
12/24/2011 0:00,31411.92028
12/27/2011 0:00,50801.95378
12/30/2011 0:00,41489.40637
1/2/2012 0:00,63012.48932
1/5/2012 0:00,53694.6972
1/8/2012 0:00,68157.27053
1/11/2012 0:00,78929.96534
1/14/2012 0:00,60879.00752
1/17/2012 0:00,82888.59326
1/20/2012 0:00,47612.06934
1/23/2012 0:00,69907.02593
1/26/2012 0:00,53094.35027
1/29/2012 0:00,60775.66409
2/1/2012 0:00,42120.09714
2/4/2012 0:00,52294.92756
2/7/2012 0:00,43025.43207
2/10/2012 0:00,44917.02323
2/13/2012 0:00,41644.24769
2/16/2012 0:00,34413.39753
2/19/2012 0:00,36583.91551
2/22/2012 0:00,38594.82602
2/25/2012 0:00,56112.09572
2/28/2012 0:00,42691.76534
3/2/2012 0:00,36950.81103
3/5/2012 0:00,37247.69063
3/8/2012 0:00,43451.87545
3/11/2012 0:00,36645.37157
3/14/2012 0:00,45828.19742
3/17/2012 0:00,57260.62476
3/20/2012 0:00,61229.13166
3/23/2012 0:00,33626.45892
3/26/2012 0:00,48194.03889
3/29/2012 0:00,40521.01127
4/1/2012 0:00,39046.67293
4/4/2012 0:00,39775.79774
4/7/2012 0:00,34986.86048
4/10/2012 0:00,47035.85649
4/13/2012 0:00,33818.667
4/16/2012 0:00,40866.6136
4/19/2012 0:00,45875.24105
4/22/2012 0:00,40283.54044
4/25/2012 0:00,39216.58341
4/28/2012 0:00,47234.0094
5/1/2012 0:00,47536.71701
5/4/2012 0:00,45386.48736
5/7/2012 0:00,49033.4035
5/10/2012 0:00,36001.3475
5/13/2012 0:00,40563.40837
5/16/2012 0:00,32898.76674
5/19/2012 0:00,41472.37171
5/22/2012 0:00,30649.05003
5/25/2012 0:00,31620.93311
5/28/2012 0:00,37701.91839
5/31/2012 0:00,45140.54334
6/3/2012 0:00,42083.855
6/6/2012 0:00,45358.34739
6/9/2012 0:00,52582.37045
6/12/2012 0:00,50849.53104
6/15/2012 0:00,58153.49266
6/18/2012 0:00,79953.98912
6/21/2012 0:00,54405.55516
6/24/2012 0:00,46247.49918
6/27/2012 0:00,55523.1402
6/30/2012 0:00,45449.15431
7/3/2012 0:00,69634.4933
7/6/2012 0:00,59266.0586
7/9/2012 0:00,66511.01939
7/12/2012 0:00,78642.59144
7/15/2012 0:00,80820.28011
7/18/2012 0:00,85020.12266
7/21/2012 0:00,73600.43588
7/24/2012 0:00,86528.60577
7/27/2012 0:00,101768.2993
7/30/2012 0:00,133580.7962
8/2/2012 0:00,92851.37169
8/5/2012 0:00,84261.49321
8/8/2012 0:00,104668.0501
8/11/2012 0:00,119740.5996
8/14/2012 0:00,107128.3285
8/17/2012 0:00,107047.2823
8/20/2012 0:00,124904.2564
8/23/2012 0:00,102342.3082
8/26/2012 0:00,118674.3893
8/29/2012 0:00,113713.5593
9/1/2012 0:00,111625.4431
9/4/2012 0:00,99789.05076
9/7/2012 0:00,117850.4533
9/10/2012 0:00,98340.16831
9/13/2012 0:00,120956.6932
9/16/2012 0:00,168994.7364
9/19/2012 0:00,115732.1081
9/22/2012 0:00,146361.7193
9/25/2012 0:00,112594.2008
9/28/2012 0:00,166566.004
10/1/2012 0:00,108206.8349
10/4/2012 0:00,104693.9176
10/7/2012 0:00,176191.8126
10/10/2012 0:00,109174.9999
10/13/2012 0:00,112072.8323
10/16/2012 0:00,125996.0422
10/19/2012 0:00,99483.03746
10/22/2012 0:00,102393.0894
10/25/2012 0:00,97484.78171
10/28/2012 0:00,110126.6327
10/31/2012 0:00,113345.5004
11/3/2012 0:00,107562.8906
11/6/2012 0:00,140544.9919
11/9/2012 0:00,123377.1731
11/12/2012 0:00,84913.03936
11/15/2012 0:00,91170.6079
11/18/2012 0:00,114996.6284
11/21/2012 0:00,103354.9548
11/24/2012 0:00,114047.4035
11/27/2012 0:00,115927.767
11/30/2012 0:00,48560.49666
12/3/2012 0:00,60848.22776
12/6/2012 0:00,59807.81948
12/9/2012 0:00,48494.01351
12/12/2012 0:00,56395.37034
12/15/2012 0:00,43350.76088
12/18/2012 0:00,45361.62694
12/21/2012 0:00,46425.99536
12/24/2012 0:00,52304.3831
12/27/2012 0:00,65673.98493
12/30/2012 0:00,66021.01086
1/2/2013 0:00,54865.25154
1/5/2013 0:00,51396.72549
1/8/2013 0:00,57332.7337
1/11/2013 0:00,46836.76463
1/14/2013 0:00,65275.00502
1/17/2013 0:00,43307.45598
1/20/2013 0:00,59220.96352
1/23/2013 0:00,62405.33871
1/26/2013 0:00,77859.51379
1/29/2013 0:00,89221.14849
2/1/2013 0:00,87344.88278
2/4/2013 0:00,88185.45587
2/7/2013 0:00,96945.23476
2/10/2013 0:00,123391.2907
2/13/2013 0:00,112723.8232
2/16/2013 0:00,146673.5064
2/19/2013 0:00,115304.2167
2/22/2013 0:00,141471.7595
2/25/2013 0:00,166362.7908
2/28/2013 0:00,141117.8495
3/3/2013 0:00,144564.6515
3/6/2013 0:00,174165.5349
3/9/2013 0:00,190417.3278
3/12/2013 0:00,173259.7237
3/15/2013 0:00,223424.6319
3/18/2013 0:00,245889.7964
3/21/2013 0:00,395885.9642
3/24/2013 0:00,327529.7201
3/27/2013 0:00,278619.258
3/30/2013 0:00,404294.0084
4/2/2013 0:00,531299.5037
4/5/2013 0:00,606454.7816
4/8/2013 0:00,656770.228
4/11/2013 0:00,657821.2131
4/14/2013 0:00,407971.6729
4/17/2013 0:00,309900.4091
4/20/2013 0:00,463338.7351
4/23/2013 0:00,560371.0006
4/26/2013 0:00,619929.3709
4/29/2013 0:00,631409.784
5/2/2013 0:00,409938.7622
5/5/2013 0:00,470673.009
5/8/2013 0:00,500229.1676
5/11/2013 0:00,558237.023
5/14/2013 0:00,490866.1241
5/17/2013 0:00,490901.8107
5/20/2013 0:00,398718.8839
5/23/2013 0:00,548198.0192
5/26/2013 0:00,548644.8135
5/29/2013 0:00,568010.4812
6/1/2013 0:00,750633.183
6/4/2013 0:00,674785.5494
6/7/2013 0:00,483513.3349
6/10/2013 0:00,494760.6656
6/13/2013 0:00,517965.9508
6/16/2013 0:00,474220.2792
6/19/2013 0:00,369143.3068
6/22/2013 0:00,500599.4179
6/25/2013 0:00,407676.7852
6/28/2013 0:00,445143.5211
7/1/2013 0:00,388930.4703
7/4/2013 0:00,367089.5158
7/7/2013 0:00,338639.2731
7/10/2013 0:00,379783.4361
7/13/2013 0:00,391012.1094
7/16/2013 0:00,481548.6972
7/19/2013 0:00,391613.0213
7/22/2013 0:00,386439.9239
7/25/2013 0:00,367147.5774
7/28/2013 0:00,411693.0567
7/31/2013 0:00,545157.6382
8/3/2013 0:00,457379.8531
8/6/2013 0:00,511368.1597
8/9/2013 0:00,527375.2136
8/12/2013 0:00,580187.5558
8/15/2013 0:00,607911.6058
8/18/2013 0:00,493169.1761
8/21/2013 0:00,727797.4124
8/24/2013 0:00,668645.9991
8/27/2013 0:00,476767.1788
8/30/2013 0:00,659988.334
9/2/2013 0:00,761019.3464
9/5/2013 0:00,563466.2278
9/8/2013 0:00,485841.5715
9/11/2013 0:00,643434.171
9/14/2013 0:00,899652.5269
9/17/2013 0:00,615657.562
9/20/2013 0:00,743042.813
9/23/2013 0:00,674971.358
9/26/2013 0:00,577564.3717
9/29/2013 0:00,553727.7408
10/2/2013 0:00,1216619.888
10/5/2013 0:00,707536.0026
10/8/2013 0:00,950386.1981
10/11/2013 0:00,640204.8917
10/14/2013 0:00,919728.2514
10/17/2013 0:00,609714.5372
10/20/2013 0:00,999159.7478
10/23/2013 0:00,1152128.035
10/26/2013 0:00,1091202.351
10/29/2013 0:00,876349.1573
11/1/2013 0:00,1096101.386
11/4/2013 0:00,1170149.91
11/7/2013 0:00,1054946.583
11/10/2013 0:00,1508529.579
11/13/2013 0:00,1623511.206
11/16/2013 0:00,2334241.727
11/19/2013 0:00,2777584.298
11/22/2013 0:00,3350220.149
11/25/2013 0:00,4237394.831
11/28/2013 0:00,4735006.892
12/1/2013 0:00,8881509.009
12/4/2013 0:00,5249021.669
12/7/2013 0:00,4611581.737
12/10/2013 0:00,4710243.707
12/13/2013 0:00,4409921.932
12/16/2013 0:00,9363103.162
12/19/2013 0:00,3193166.806
12/22/2013 0:00,2751604.737
12/25/2013 0:00,2685430.988
12/28/2013 0:00,3158649.968
12/31/2013 0:00,3691241.379
1/3/2014 0:00,3468549.239
1/6/2014 0:00,4914913.512
1/9/2014 0:00,4930974.514
1/12/2014 0:00,5090195.225
1/15/2014 0:00,4217005.955
1/18/2014 0:00,3693311.746
1/21/2014 0:00,3904490.234
1/24/2014 0:00,4577168.705
1/27/2014 0:00,6040771.824
1/30/2014 0:00,4021343.526
2/2/2014 0:00,4381020.869
2/5/2014 0:00,4108104.597
2/8/2014 0:00,4306013.779
2/11/2014 0:00,3177455.329
2/14/2014 0:00,3351094.459
2/17/2014 0:00,2812243.331
2/20/2014 0:00,3495121.255
2/23/2014 0:00,3270586.352
2/26/2014 0:00,3619080.477
3/1/2014 0:00,2801268.272
3/4/2014 0:00,3372548.866
3/7/2014 0:00,4662565.819
3/10/2014 0:00,2907116.532
3/13/2014 0:00,4140207.62
3/16/2014 0:00,4518329.044
3/19/2014 0:00,2778419.646
3/22/2014 0:00,2932911.13
3/25/2014 0:00,2453784.169
3/28/2014 0:00,2543758.804
3/31/2014 0:00,2793367.559
4/3/2014 0:00,2761931.338
4/6/2014 0:00,2355981.896
4/9/2014 0:00,2150368.595
4/12/2014 0:00,2110702.143
4/15/2014 0:00,2905406.245
4/18/2014 0:00,2772367.991
4/21/2014 0:00,2803733.642
4/24/2014 0:00,2506178.885
4/27/2014 0:00,2695330.384
4/30/2014 0:00,1798323.61
5/3/2014 0:00,1824628.311
5/6/2014 0:00,2583817.441
5/9/2014 0:00,2305086.14
5/12/2014 0:00,2174293.306
5/15/2014 0:00,2329797.593
5/18/2014 0:00,2674403.248
5/21/2014 0:00,2679568.528
5/24/2014 0:00,2351556.703
5/27/2014 0:00,2171401.393
5/30/2014 0:00,2667113.681
6/2/2014 0:00,3650788.783
6/5/2014 0:00,2708518.434
6/8/2014 0:00,2503351.83
6/11/2014 0:00,2732109.187
6/14/2014 0:00,3378320.33
6/17/2014 0:00,3465497.663
6/20/2014 0:00,3429551.416
6/23/2014 0:00,3540092.794
6/26/2014 0:00,2992633.065
6/29/2014 0:00,2867568.692
7/2/2014 0:00,2261661.309
7/5/2014 0:00,2603938.922
7/8/2014 0:00,2661544.471
7/11/2014 0:00,2721173.496
7/14/2014 0:00,2324693.388
7/17/2014 0:00,3002451.267
7/20/2014 0:00,2983207.373
7/23/2014 0:00,2487264.27
7/26/2014 0:00,2326825.301
7/29/2014 0:00,2587762.305
8/1/2014 0:00,2902813.906
8/4/2014 0:00,2137667.011
8/7/2014 0:00,2541691.973
8/10/2014 0:00,3264322.66
8/13/2014 0:00,2411608.846
8/16/2014 0:00,2233906.719
8/19/2014 0:00,2809058.541
8/22/2014 0:00,2285706.483
8/25/2014 0:00,2028245.655
8/28/2014 0:00,2782169.674
8/31/2014 0:00,2985880.983
9/3/2014 0:00,2527781.155
9/6/2014 0:00,2714423.529
9/9/2014 0:00,1995752.895
9/12/2014 0:00,2155557.165
9/15/2014 0:00,2259751.945
9/18/2014 0:00,2423050.762
9/21/2014 0:00,1959830.141
9/24/2014 0:00,1964038.526
9/27/2014 0:00,1451282.779
9/30/2014 0:00,1640655.87
10/3/2014 0:00,1517310.193
10/6/2014 0:00,1486380.208
10/9/2014 0:00,1540765.373
10/12/2014 0:00,1597326.642
10/15/2014 0:00,1705973.775
10/18/2014 0:00,1747485.799
10/21/2014 0:00,1903489.717
10/24/2014 0:00,1603289.682
10/27/2014 0:00,1523907.228
10/30/2014 0:00,1631334.82
11/2/2014 0:00,1391560.735
11/5/2014 0:00,1309127.376
11/8/2014 0:00,1518181.763
11/11/2014 0:00,1312768.293
11/14/2014 0:00,1748676.731
11/17/2014 0:00,1585496.745
11/20/2014 0:00,1445702.438
11/23/2014 0:00,1381369.815
11/26/2014 0:00,1537906.987
11/29/2014 0:00,1936735.411
12/2/2014 0:00,1591199.526
12/5/2014 0:00,1608673.901
12/8/2014 0:00,1821805.703
12/11/2014 0:00,1521941.031
12/14/2014 0:00,1490845.675
12/17/2014 0:00,1308619.636
12/20/2014 0:00,1278678.755
12/23/2014 0:00,1382703.239
12/26/2014 0:00,1333687.829
12/29/2014 0:00,1703669.815
1/1/2015 0:00,1519572.475
1/4/2015 0:00,1632202.971
1/7/2015 0:00,1052470.301
1/10/2015 0:00,1335502.202
1/13/2015 0:00,1026145.434
1/16/2015 0:00,954891.9418
1/19/2015 0:00,904302.5548
1/22/2015 0:00,907343.517
1/25/2015 0:00,857586.6945
1/28/2015 0:00,1611057.543
1/31/2015 0:00,1195032.172
2/3/2015 0:00,913622.2838
2/6/2015 0:00,1180053.994
2/9/2015 0:00,1084298.909
2/12/2015 0:00,700112.5786
2/15/2015 0:00,1098201.78
2/18/2015 0:00,1187677.754
2/21/2015 0:00,961956.9192
2/24/2015 0:00,833758.2625
2/27/2015 0:00,1068531.126
3/2/2015 0:00,1277153.04
3/5/2015 0:00,1112274.884
3/8/2015 0:00,1263093.904
3/11/2015 0:00,1368494.252
3/14/2015 0:00,1051243.333
3/17/2015 0:00,1118080.7
3/20/2015 0:00,945367.3787
3/23/2015 0:00,1149817.609
3/26/2015 0:00,1128027.226
3/29/2015 0:00,1110135.867
4/1/2015 0:00,942541.7766
4/4/2015 0:00,1205590.629
4/7/2015 0:00,1229555.755
4/10/2015 0:00,1125051.637
4/13/2015 0:00,1080582.915
4/16/2015 0:00,927077.2997
4/19/2015 0:00,1081326.869
4/22/2015 0:00,1041849.936
4/25/2015 0:00,1138632.778
4/28/2015 0:00,997245.5666
5/1/2015 0:00,1029919.558
5/4/2015 0:00,901989.7771
5/7/2015 0:00,879719.2614
5/10/2015 0:00,966831.3129
5/13/2015 0:00,1209740.025
5/16/2015 0:00,893513.609
5/19/2015 0:00,818617.7772
5/22/2015 0:00,908597.1375
5/25/2015 0:00,932241.661
5/28/2015 0:00,803899.9651
5/31/2015 0:00,926865.3715
6/3/2015 0:00,860046.1125
6/6/2015 0:00,1262209.266
6/9/2015 0:00,954812.7015
6/12/2015 0:00,943621.9516
6/15/2015 0:00,1026526.569
6/18/2015 0:00,1133271.149
6/21/2015 0:00,835797.2367
6/24/2015 0:00,1077185.366
6/27/2015 0:00,860747.5586
6/30/2015 0:00,987310.6312
7/3/2015 0:00,1209697.879
7/6/2015 0:00,1414820.451
7/9/2015 0:00,950484.1032
7/12/2015 0:00,1187913.993
7/15/2015 0:00,1152154.503
7/18/2015 0:00,1138075.979
7/21/2015 0:00,1047201.493
7/24/2015 0:00,1438918.929
7/27/2015 0:00,1306713.91
7/30/2015 0:00,1054979.165
8/2/2015 0:00,1333895.568
8/5/2015 0:00,1158064.005
8/8/2015 0:00,1298511.36
8/11/2015 0:00,1356613.93
8/14/2015 0:00,1104647.211
8/17/2015 0:00,1165560.256
8/20/2015 0:00,990706.284
8/23/2015 0:00,883287.1207
8/26/2015 0:00,1111421.565
8/29/2015 0:00,1104913.113
9/1/2015 0:00,996219.6551
9/4/2015 0:00,983178.5754
9/7/2015 0:00,980256.7379
9/10/2015 0:00,1395881.107
9/13/2015 0:00,962877.9209
9/16/2015 0:00,878460.5589
9/19/2015 0:00,778412.491
9/22/2015 0:00,1007970.004
9/25/2015 0:00,1145777.72
9/28/2015 0:00,1047573.378
10/1/2015 0:00,1034425.386
10/4/2015 0:00,991818.8696
10/7/2015 0:00,971432.1589
10/10/2015 0:00,1120907.09
10/13/2015 0:00,919373.6131
10/16/2015 0:00,1060255.172
10/19/2015 0:00,1395310.926
10/22/2015 0:00,1209253.904
10/25/2015 0:00,1623113.251
10/28/2015 0:00,1153912.628
10/31/2015 0:00,1383227.734
11/3/2015 0:00,1978231.686
11/6/2015 0:00,1531783.256
11/9/2015 0:00,1699610.872
11/12/2015 0:00,1465230.862
11/15/2015 0:00,1489093.694
11/18/2015 0:00,1644297.343
11/21/2015 0:00,1519596.752
11/24/2015 0:00,1358434.781
11/27/2015 0:00,1237283.516
11/30/2015 0:00,1768320.581
12/3/2015 0:00,1519899.938
12/6/2015 0:00,1668698.593
12/9/2015 0:00,1928283.584
12/12/2015 0:00,1867996.462
12/15/2015 0:00,2285879.635
12/18/2015 0:00,2034155.342
12/21/2015 0:00,1776647.779
12/24/2015 0:00,1768771.213
12/27/2015 0:00,2453742.101
12/30/2015 0:00,1932066.483
1/2/2016 0:00,1671419.658
1/5/2016 0:00,1819807.57
1/8/2016 0:00,2195603.804
1/11/2016 0:00,2152938.818
1/14/2016 0:00,1487692.379
1/17/2016 0:00,1525313.773
1/20/2016 0:00,1619573.123
1/23/2016 0:00,1812144.661
1/26/2016 0:00,1707435.989
1/29/2016 0:00,1750044.211
2/1/2016 0:00,1613765.198
2/4/2016 0:00,1768733.96
2/7/2016 0:00,1802661.611
2/10/2016 0:00,1609224.847
2/13/2016 0:00,1784279.986
2/16/2016 0:00,1487411.488
2/19/2016 0:00,1602889.463
2/22/2016 0:00,1478179.558
2/25/2016 0:00,1682349.251
2/28/2016 0:00,1607228.491
3/2/2016 0:00,1732093.707
3/5/2016 0:00,1560093.319
3/8/2016 0:00,1624142.062
3/11/2016 0:00,1698526.226
3/14/2016 0:00,1591449.546
