Timestamp,transaction-fees-usd
9/20/2009 0:00,0
9/23/2009 0:00,0
9/26/2009 0:00,0
9/29/2009 0:00,0
10/2/2009 0:00,0
10/5/2009 0:00,0
10/8/2009 0:00,0
10/11/2009 0:00,0
10/14/2009 0:00,0
10/17/2009 0:00,0
10/20/2009 0:00,0
10/23/2009 0:00,0
10/26/2009 0:00,0
10/29/2009 0:00,0
11/1/2009 0:00,0
11/4/2009 0:00,0
11/7/2009 0:00,0
11/10/2009 0:00,0
11/13/2009 0:00,0
11/16/2009 0:00,0
11/19/2009 0:00,0
11/22/2009 0:00,0
11/25/2009 0:00,0
11/28/2009 0:00,0
12/1/2009 0:00,0
12/4/2009 0:00,0
12/7/2009 0:00,0
12/10/2009 0:00,0
12/13/2009 0:00,0
12/16/2009 0:00,0
12/19/2009 0:00,0
12/22/2009 0:00,0
12/25/2009 0:00,0
12/28/2009 0:00,0
12/31/2009 0:00,0
1/3/2010 0:00,0
1/6/2010 0:00,0
1/9/2010 0:00,0
1/12/2010 0:00,0
1/15/2010 0:00,0
1/18/2010 0:00,0
1/21/2010 0:00,0
1/24/2010 0:00,0
1/27/2010 0:00,0
1/30/2010 0:00,0
2/2/2010 0:00,0
2/5/2010 0:00,0
2/8/2010 0:00,0
2/11/2010 0:00,0
2/14/2010 0:00,0
2/17/2010 0:00,0
2/20/2010 0:00,0
2/23/2010 0:00,0
2/26/2010 0:00,0
3/1/2010 0:00,0
3/4/2010 0:00,0
3/7/2010 0:00,0
3/10/2010 0:00,0
3/13/2010 0:00,0
3/16/2010 0:00,0
3/19/2010 0:00,0
3/22/2010 0:00,0
3/25/2010 0:00,0
3/28/2010 0:00,0
3/31/2010 0:00,0
4/3/2010 0:00,0
4/6/2010 0:00,0
4/9/2010 0:00,0
4/12/2010 0:00,0
4/15/2010 0:00,0
4/18/2010 0:00,0
4/21/2010 0:00,0
4/24/2010 0:00,0
4/27/2010 0:00,0
4/30/2010 0:00,0
5/3/2010 0:00,0
5/6/2010 0:00,0
5/9/2010 0:00,0
5/12/2010 0:00,0
5/15/2010 0:00,0
5/18/2010 0:00,0
5/21/2010 0:00,0
5/24/2010 0:00,0
5/27/2010 0:00,0
5/30/2010 0:00,0
6/2/2010 0:00,0
6/5/2010 0:00,0
6/8/2010 0:00,0
6/11/2010 0:00,0
6/14/2010 0:00,0
6/17/2010 0:00,0
6/20/2010 0:00,0
6/23/2010 0:00,0
6/26/2010 0:00,0
6/29/2010 0:00,0
7/2/2010 0:00,0
7/5/2010 0:00,0
7/8/2010 0:00,0
7/11/2010 0:00,0
7/14/2010 0:00,0
7/17/2010 0:00,0
7/20/2010 0:00,0
7/23/2010 0:00,0
7/26/2010 0:00,0
7/29/2010 0:00,0
8/1/2010 0:00,0
8/4/2010 0:00,0
8/7/2010 0:00,0
8/10/2010 0:00,0
8/13/2010 0:00,0
8/16/2010 0:00,0
8/19/2010 0:00,0
8/22/2010 0:00,0
8/25/2010 0:00,0
8/28/2010 0:00,7.70E-08
8/31/2010 0:00,0.014000021
9/3/2010 0:00,0
9/6/2010 0:00,6.00E-09
9/9/2010 0:00,0.006600006
9/12/2010 0:00,0.009
9/15/2010 0:00,0
9/18/2010 0:00,0.0108
9/21/2010 0:00,6.00E-09
9/24/2010 0:00,0
9/27/2010 0:00,0.0012
9/30/2010 0:00,0
10/3/2010 0:00,0.000465975
10/6/2010 0:00,6.54E-08
10/9/2010 0:00,0
10/12/2010 0:00,0
10/15/2010 0:00,0
10/18/2010 0:00,0.002
10/21/2010 0:00,0.000776615
10/24/2010 0:00,0
10/27/2010 0:00,0
10/30/2010 0:00,0
11/2/2010 0:00,0
11/5/2010 0:00,0
11/8/2010 0:00,0.3901
11/11/2010 0:00,0
11/14/2010 0:00,0
11/17/2010 0:00,0
11/20/2010 0:00,0.2828
11/23/2010 0:00,0.1372
11/26/2010 0:00,0.1036
11/29/2010 0:00,0.0084
12/2/2010 0:00,0.0138
12/5/2010 0:00,0.0075
12/8/2010 0:00,0.0092
12/11/2010 0:00,0.024622076
12/14/2010 0:00,0.01125238
12/17/2010 0:00,0.058608235
12/20/2010 0:00,0.017418224
12/23/2010 0:00,0.0156
12/26/2010 0:00,0.026411298
12/29/2010 0:00,0.039366244
1/1/2011 0:00,0.026745774
1/4/2011 0:00,0.009387273
1/7/2011 0:00,0.016057536
1/10/2011 0:00,0.025230301
1/13/2011 0:00,0.008977993
1/16/2011 0:00,0.03451144
1/19/2011 0:00,0.019
1/22/2011 0:00,0.206463026
1/25/2011 0:00,0.056786044
1/28/2011 0:00,0.0258
1/31/2011 0:00,0.3648
2/3/2011 0:00,0.285515587
2/6/2011 0:00,0.11143581
2/9/2011 0:00,0.059620725
2/12/2011 0:00,0.76412542
2/15/2011 0:00,0.262938884
2/18/2011 0:00,0.5565
2/21/2011 0:00,0.3854
2/24/2011 0:00,0.159309984
2/27/2011 0:00,1.0584
3/2/2011 0:00,0.448819
3/5/2011 0:00,2.234976019
3/8/2011 0:00,3.603600018
3/11/2011 0:00,5.858183943
3/14/2011 0:00,1.662045158
3/17/2011 0:00,1.236559717
3/20/2011 0:00,2.875804534
3/23/2011 0:00,15.62778579
3/26/2011 0:00,4.102989
3/29/2011 0:00,2.872884008
4/1/2011 0:00,3.6
4/4/2011 0:00,7.774283776
4/7/2011 0:00,2.28015
4/10/2011 0:00,4.053040692
4/13/2011 0:00,3.735751991
4/16/2011 0:00,4.012165478
4/19/2011 0:00,6.781538556
4/22/2011 0:00,6.5067
4/25/2011 0:00,16.46807259
4/28/2011 0:00,14.05666
5/1/2011 0:00,47.7418479
5/4/2011 0:00,22.33689325
5/7/2011 0:00,24.09118312
5/10/2011 0:00,35.07234296
5/13/2011 0:00,76.37773355
5/16/2011 0:00,125.069335
5/19/2011 0:00,126.0755188
5/22/2011 0:00,124.5371739
5/25/2011 0:00,151.5358166
5/28/2011 0:00,127.8869035
5/31/2011 0:00,188.3175006
6/3/2011 0:00,300.9835625
6/6/2011 0:00,558.2212398
6/9/2011 0:00,1378.682453
6/12/2011 0:00,1284.628367
6/15/2011 0:00,831.5999055
6/18/2011 0:00,534.6146466
6/21/2011 0:00,305.2991483
6/24/2011 0:00,265.367572
6/27/2011 0:00,467.6701534
6/30/2011 0:00,307.0952429
7/3/2011 0:00,217.5702464
7/6/2011 0:00,261.2290021
7/9/2011 0:00,200.9178427
7/12/2011 0:00,192.6997289
7/15/2011 0:00,238.501299
7/18/2011 0:00,193.4098978
7/21/2011 0:00,126.2044614
7/24/2011 0:00,142.1395496
7/27/2011 0:00,127.4809708
7/30/2011 0:00,79.38036759
8/2/2011 0:00,101.1194156
8/5/2011 0:00,73.34066937
8/8/2011 0:00,76.71710415
8/11/2011 0:00,80.43735067
8/14/2011 0:00,109.5817314
8/17/2011 0:00,78.29912251
8/20/2011 0:00,82.54679466
8/23/2011 0:00,94.99453169
8/26/2011 0:00,50.90348455
8/29/2011 0:00,50.75868475
9/1/2011 0:00,50.26787471
9/4/2011 0:00,86.41877674
9/7/2011 0:00,71.12464372
9/10/2011 0:00,40.11139504
9/13/2011 0:00,30.01150325
9/16/2011 0:00,28.02191268
9/19/2011 0:00,30.59673608
9/22/2011 0:00,23.94957636
9/25/2011 0:00,20.1046259
9/28/2011 0:00,22.3330326
10/1/2011 0:00,20.6028924
10/4/2011 0:00,19.03881293
10/7/2011 0:00,24.88164448
10/10/2011 0:00,14.67586604
10/13/2011 0:00,19.34875995
10/16/2011 0:00,13.48536831
10/19/2011 0:00,9.367257086
10/22/2011 0:00,8.048009884
10/25/2011 0:00,9.212510961
10/28/2011 0:00,9.435679467
10/31/2011 0:00,11.29540799
11/3/2011 0:00,9.91978473
11/6/2011 0:00,7.646497399
11/9/2011 0:00,15.31447254
11/12/2011 0:00,11.1123628
11/15/2011 0:00,8.590666208
11/18/2011 0:00,8.560163289
11/21/2011 0:00,8.130314686
11/24/2011 0:00,9.858899616
11/27/2011 0:00,6.480311972
11/30/2011 0:00,12.73896873
12/3/2011 0:00,17.80137479
12/6/2011 0:00,14.82119982
12/9/2011 0:00,9.452449637
12/12/2011 0:00,597.5792687
12/15/2011 0:00,25.61713474
12/18/2011 0:00,10.54451882
12/21/2011 0:00,26.44940793
12/24/2011 0:00,9.420277738
12/27/2011 0:00,14.45378178
12/30/2011 0:00,17.40636739
1/2/2012 0:00,35.98932464
1/5/2012 0:00,44.69720311
1/8/2012 0:00,28.2705345
1/11/2012 0:00,47.46534095
1/14/2012 0:00,92.00751608
1/17/2012 0:00,64.59325879
1/20/2012 0:00,158.0544083
1/23/2012 0:00,39.13424963
1/26/2012 0:00,62.01845012
1/29/2012 0:00,1270.091933
2/1/2012 0:00,28.94246417
2/4/2012 0:00,54.58740489
2/7/2012 0:00,38.9464914
2/10/2012 0:00,26.02322951
2/13/2012 0:00,31.24768977
2/16/2012 0:00,50.03803639
2/19/2012 0:00,11.91550784
2/22/2012 0:00,15.82601841
2/25/2012 0:00,17.59571775
2/28/2012 0:00,19.76534386
3/2/2012 0:00,24.8110274
3/5/2012 0:00,26.19063304
3/8/2012 0:00,21.87544754
3/11/2012 0:00,15.37156724
3/14/2012 0:00,29.19742287
3/17/2012 0:00,20.62476292
3/20/2012 0:00,38.13166243
3/23/2012 0:00,23.45892256
3/26/2012 0:00,19.03889381
3/29/2012 0:00,23.51126633
4/1/2012 0:00,20.67292835
4/4/2012 0:00,25.797735
4/7/2012 0:00,18.86048382
4/10/2012 0:00,40.85648529
4/13/2012 0:00,22.66699713
4/16/2012 0:00,30.61359792
4/19/2012 0:00,32.24105048
4/22/2012 0:00,27.54044097
4/25/2012 0:00,32.08341344
4/28/2012 0:00,38.00940187
5/1/2012 0:00,36.71701085
5/4/2012 0:00,61.48736478
5/7/2012 0:00,73.4034994
5/10/2012 0:00,46.34750435
5/13/2012 0:00,63.4083685
5/16/2012 0:00,68.26928372
5/19/2012 0:00,175.879409
5/22/2012 0:00,66.05517237
5/25/2012 0:00,100.4357162
5/28/2012 0:00,106.9286928
5/31/2012 0:00,74.54644335
6/3/2012 0:00,107.8734839
6/6/2012 0:00,65.85287869
6/9/2012 0:00,134.8789519
6/12/2012 0:00,71.53383192
6/15/2012 0:00,253.5226571
6/18/2012 0:00,206.5184164
6/21/2012 0:00,216.5651981
6/24/2012 0:00,99.51577977
6/27/2012 0:00,119.1823197
6/30/2012 0:00,93.17765174
7/3/2012 0:00,109.5101718
7/6/2012 0:00,116.0856411
7/9/2012 0:00,119.0709928
7/12/2012 0:00,126.6023417
7/15/2012 0:00,180.3261876
7/18/2012 0:00,263.6842126
7/21/2012 0:00,202.9919809
7/24/2012 0:00,155.6240458
7/27/2012 0:00,194.3394334
7/30/2012 0:00,225.8460562
8/2/2012 0:00,211.3812947
8/5/2012 0:00,299.9988491
8/8/2012 0:00,610.0866071
8/11/2012 0:00,260.6633557
8/14/2012 0:00,265.3285044
8/17/2012 0:00,472.2965388
8/20/2012 0:00,356.2971238
8/23/2012 0:00,255.3338319
8/26/2012 0:00,261.4158448
8/29/2012 0:00,313.5933684
9/1/2012 0:00,466.4914284
9/4/2012 0:00,375.082321
9/7/2012 0:00,250.4768417
9/10/2012 0:00,308.2018074
9/13/2012 0:00,328.6989237
9/16/2012 0:00,274.8310917
9/19/2012 0:00,347.6141609
9/22/2012 0:00,270.7569303
9/25/2012 0:00,232.2007842
9/28/2012 0:00,848.0040378
10/1/2012 0:00,254.8348911
10/4/2012 0:00,1741.417559
10/7/2012 0:00,652.8125744
10/10/2012 0:00,319.9999181
10/13/2012 0:00,292.8383538
10/16/2012 0:00,387.0482235
10/19/2012 0:00,215.0374646
10/22/2012 0:00,323.136579
10/25/2012 0:00,217.294682
10/28/2012 0:00,170.6380531
10/31/2012 0:00,323.5277227
11/3/2012 0:00,280.8960998
11/6/2012 0:00,480.046399
11/9/2012 0:00,278.1786896
11/12/2012 0:00,213.0393577
11/15/2012 0:00,396.6134374
11/18/2012 0:00,439.6283927
11/21/2012 0:00,433.9547916
11/24/2012 0:00,312.9097525
11/27/2012 0:00,1085.767042
11/30/2012 0:00,327.2529633
12/3/2012 0:00,301.2404371
12/6/2012 0:00,526.5830296
12/9/2012 0:00,391.51351
12/12/2012 0:00,471.3703405
12/15/2012 0:00,353.7747457
12/18/2012 0:00,573.876944
12/21/2012 0:00,531.0090649
12/24/2012 0:00,406.3898359
12/27/2012 0:00,586.9849288
12/30/2012 0:00,501.0791109
1/2/2013 0:00,447.2650629
1/5/2013 0:00,434.2727439
1/8/2013 0:00,511.0109166
1/11/2013 0:00,654.7932667
1/14/2013 0:00,522.2836361
1/17/2013 0:00,584.978272
1/20/2013 0:00,575.9872909
1/23/2013 0:00,840.3826862
1/26/2013 0:00,918.5601385
1/29/2013 0:00,1002.176642
2/1/2013 0:00,1209.904179
2/4/2013 0:00,951.4766433
2/7/2013 0:00,1136.767054
2/10/2013 0:00,1262.576473
2/13/2013 0:00,1435.173774
2/16/2013 0:00,1460.756415
2/19/2013 0:00,1313.811081
2/22/2013 0:00,1646.759469
2/25/2013 0:00,2077.835619
2/28/2013 0:00,1966.365135
3/3/2013 0:00,1570.901496
3/6/2013 0:00,6484.28489
3/9/2013 0:00,2317.327809
3/12/2013 0:00,3354.771912
3/15/2013 0:00,3182.678778
3/18/2013 0:00,1882.796443
3/21/2013 0:00,3602.464154
3/24/2013 0:00,2678.970109
3/27/2013 0:00,4824.008007
3/30/2013 0:00,5822.758431
4/2/2013 0:00,8699.607749
4/5/2013 0:00,7954.781556
4/8/2013 0:00,7652.727987
4/11/2013 0:00,10307.21313
4/14/2013 0:00,5471.672898
4/17/2013 0:00,5600.409094
4/20/2013 0:00,5496.735088
4/23/2013 0:00,7921.000554
4/26/2013 0:00,5822.620863
4/29/2013 0:00,6263.945366
5/2/2013 0:00,6288.762156
5/5/2013 0:00,4135.508996
5/8/2013 0:00,5956.667555
5/11/2013 0:00,7397.02305
5/14/2013 0:00,7107.124126
5/17/2013 0:00,6585.560714
5/20/2013 0:00,5301.133928
5/23/2013 0:00,6998.019184
5/26/2013 0:00,4186.063472
5/29/2013 0:00,6860.481193
6/1/2013 0:00,5542.68304
6/4/2013 0:00,6671.299425
6/7/2013 0:00,4659.084941
6/10/2013 0:00,3780.665587
6/13/2013 0:00,4490.95083
6/16/2013 0:00,3185.029189
6/19/2013 0:00,4017.306783
6/22/2013 0:00,6184.417948
6/25/2013 0:00,3480.285225
6/28/2013 0:00,4988.271072
7/1/2013 0:00,2361.720292
7/4/2013 0:00,1925.26584
7/7/2013 0:00,1343.273125
7/10/2013 0:00,2035.936091
7/13/2013 0:00,3303.359407
7/16/2013 0:00,4308.697163
7/19/2013 0:00,1930.521306
7/22/2013 0:00,2978.923858
7/25/2013 0:00,3284.077384
7/28/2013 0:00,2271.05671
7/31/2013 0:00,6157.638204
8/3/2013 0:00,2804.853149
8/6/2013 0:00,4448.159726
8/9/2013 0:00,4599.463629
8/12/2013 0:00,2687.555843
8/15/2013 0:00,7812.105755
8/18/2013 0:00,4590.176141
8/21/2013 0:00,4125.412373
8/24/2013 0:00,3907.249063
8/27/2013 0:00,4454.428804
8/30/2013 0:00,5275.834049
9/2/2013 0:00,6400.096369
9/5/2013 0:00,4080.977788
9/8/2013 0:00,3163.571485
9/11/2013 0:00,2829.170991
9/14/2013 0:00,3315.526859
9/17/2013 0:00,38292.56198
9/20/2013 0:00,4171.813049
9/23/2013 0:00,5002.858032
9/26/2013 0:00,3754.371651
9/29/2013 0:00,3278.740837
10/2/2013 0:00,20932.38756
10/5/2013 0:00,3332.502616
10/8/2013 0:00,3316.198122
10/11/2013 0:00,3034.891698
10/14/2013 0:00,4650.251365
10/17/2013 0:00,5133.28716
10/20/2013 0:00,5408.247808
10/23/2013 0:00,8884.284575
10/26/2013 0:00,7472.351099
10/29/2013 0:00,7369.157273
11/1/2013 0:00,7162.386461
11/4/2013 0:00,11004.90953
11/7/2013 0:00,34311.58316
11/10/2013 0:00,15279.57933
11/13/2013 0:00,8716.205898
11/16/2013 0:00,6272.227235
11/19/2013 0:00,21249.2984
11/22/2013 0:00,17239.64913
11/25/2013 0:00,18207.33061
11/28/2013 0:00,30631.8925
12/1/2013 0:00,39829.00924
12/4/2013 0:00,24226.91921
12/7/2013 0:00,31581.73745
12/10/2013 0:00,16743.70723
12/13/2013 0:00,14453.93221
12/16/2013 0:00,21344.66157
12/19/2013 0:00,8966.80625
12/22/2013 0:00,7016.486889
12/25/2013 0:00,8130.987702
12/28/2013 0:00,9336.96807
12/31/2013 0:00,8741.379287
1/3/2014 0:00,11606.4894
1/6/2014 0:00,28021.51246
1/9/2014 0:00,11757.01361
1/12/2014 0:00,11070.2247
1/15/2014 0:00,14605.9545
1/18/2014 0:00,10511.74591
1/21/2014 0:00,13783.23411
1/24/2014 0:00,14056.20504
1/27/2014 0:00,15617.82369
1/30/2014 0:00,11643.52622
2/2/2014 0:00,9642.868577
2/5/2014 0:00,12855.5969
2/8/2014 0:00,10453.27853
2/11/2014 0:00,9527.328681
2/14/2014 0:00,11344.45921
2/17/2014 0:00,20380.33051
2/20/2014 0:00,11582.50464
2/23/2014 0:00,9130.352307
2/26/2014 0:00,10176.47652
3/1/2014 0:00,8618.271767
3/4/2014 0:00,13895.86635
3/7/2014 0:00,13015.81946
3/10/2014 0:00,11569.03211
3/13/2014 0:00,13032.61989
3/16/2014 0:00,9856.043992
3/19/2014 0:00,8714.645961
3/22/2014 0:00,11172.12979
3/25/2014 0:00,8987.669108
3/28/2014 0:00,6788.803743
3/31/2014 0:00,7008.058924
4/3/2014 0:00,6453.337736
4/6/2014 0:00,6256.895854
4/9/2014 0:00,9943.595222
4/12/2014 0:00,4287.143072
4/15/2014 0:00,9674.244908
4/18/2014 0:00,7357.991103
4/21/2014 0:00,7648.142423
4/24/2014 0:00,9329.635235
4/27/2014 0:00,7209.383522
4/30/2014 0:00,6323.609846
5/3/2014 0:00,5028.310548
5/6/2014 0:00,7467.440809
5/9/2014 0:00,7633.639888
5/12/2014 0:00,7133.805881
5/15/2014 0:00,6501.34349
5/18/2014 0:00,4876.247607
5/21/2014 0:00,7111.527564
5/24/2014 0:00,6606.702911
5/27/2014 0:00,7345.392687
5/30/2014 0:00,6991.931407
6/2/2014 0:00,8438.533471
6/5/2014 0:00,8506.433976
6/8/2014 0:00,6295.83023
6/11/2014 0:00,8199.187045
6/14/2014 0:00,6485.329757
6/17/2014 0:00,8097.662746
6/20/2014 0:00,7438.91602
6/23/2014 0:00,7408.793624
6/26/2014 0:00,6586.065335
6/29/2014 0:00,6068.692127
7/2/2014 0:00,8305.059169
7/5/2014 0:00,5374.922375
7/8/2014 0:00,8056.971183
7/11/2014 0:00,7253.4956
7/14/2014 0:00,7863.138136
7/17/2014 0:00,8012.767429
7/20/2014 0:00,6457.372526
7/23/2014 0:00,7264.270201
7/26/2014 0:00,5660.301081
7/29/2014 0:00,6774.804857
8/1/2014 0:00,7164.90644
8/4/2014 0:00,6760.511095
8/7/2014 0:00,6816.472526
8/10/2014 0:00,6782.659565
8/13/2014 0:00,7541.596472
8/16/2014 0:00,7171.218931
8/19/2014 0:00,6853.541438
8/22/2014 0:00,5806.482614
8/25/2014 0:00,8826.404725
8/28/2014 0:00,5817.424452
8/31/2014 0:00,4930.983102
9/3/2014 0:00,6233.905228
9/6/2014 0:00,5475.279293
9/9/2014 0:00,7390.395482
9/12/2014 0:00,5772.165206
9/15/2014 0:00,6589.445111
9/18/2014 0:00,6033.262208
9/21/2014 0:00,4207.641303
9/24/2014 0:00,5905.026196
9/27/2014 0:00,4444.528891
9/30/2014 0:00,4974.620334
10/3/2014 0:00,4795.692917
10/6/2014 0:00,4354.707986
10/9/2014 0:00,5665.373201
10/12/2014 0:00,4746.642067
10/15/2014 0:00,5411.27537
10/18/2014 0:00,4198.799233
10/21/2014 0:00,5726.21659
10/24/2014 0:00,4819.681933
10/27/2014 0:00,4999.727939
10/30/2014 0:00,4984.31998
11/2/2014 0:00,4280.485403
11/5/2014 0:00,4718.875862
11/8/2014 0:00,3991.013261
11/11/2014 0:00,5033.293278
11/14/2014 0:00,5718.230906
11/17/2014 0:00,6523.244781
11/20/2014 0:00,5312.438104
11/23/2014 0:00,4513.814583
11/26/2014 0:00,5054.9869
11/29/2014 0:00,4712.910891
12/2/2014 0:00,6035.526397
12/5/2014 0:00,4698.40086
12/8/2014 0:00,7557.452657
12/11/2014 0:00,4704.530527
12/14/2014 0:00,4617.424973
12/17/2014 0:00,5751.636425
12/20/2014 0:00,4318.754925
12/23/2014 0:00,4986.239113
12/26/2014 0:00,6476.328917
12/29/2014 0:00,5526.314972
1/1/2015 0:00,2989.225322
1/4/2015 0:00,7189.97088
1/7/2015 0:00,3752.300595
1/10/2015 0:00,5046.452434
1/13/2015 0:00,4793.933989
1/16/2015 0:00,3691.691836
1/19/2015 0:00,3387.554753
1/22/2015 0:00,3368.76696
1/25/2015 0:00,3665.694547
1/28/2015 0:00,3585.542907
1/31/2015 0:00,3439.671855
2/3/2015 0:00,3387.03378
2/6/2015 0:00,2937.493683
2/9/2015 0:00,3836.658572
2/12/2015 0:00,2882.578566
2/15/2015 0:00,3826.779858
2/18/2015 0:00,4153.503716
2/21/2015 0:00,3414.919246
2/24/2015 0:00,3580.762454
2/27/2015 0:00,3876.126246
3/2/2015 0:00,4755.540122
3/5/2015 0:00,5028.883968
3/8/2015 0:00,4290.903883
3/11/2015 0:00,5494.251649
3/14/2015 0:00,3758.083419
3/17/2015 0:00,4352.700327
3/20/2015 0:00,4363.378745
3/23/2015 0:00,5186.359293
3/26/2015 0:00,3813.225907
3/29/2015 0:00,3435.866663
4/1/2015 0:00,4566.276561
4/4/2015 0:00,4023.129045
4/7/2015 0:00,4691.754694
4/10/2015 0:00,7251.636526
4/13/2015 0:00,4507.914528
4/16/2015 0:00,3494.799737
4/19/2015 0:00,3373.619018
4/22/2015 0:00,4109.936411
4/25/2015 0:00,23285.77754
4/28/2015 0:00,4076.816562
5/1/2015 0:00,3450.058061
5/4/2015 0:00,3977.277103
5/7/2015 0:00,3832.511385
5/10/2015 0:00,4126.062931
5/13/2015 0:00,4240.024601
5/16/2015 0:00,3376.109002
5/19/2015 0:00,3782.77722
5/22/2015 0:00,3847.137476
5/25/2015 0:00,3985.411014
5/28/2015 0:00,3845.965143
5/31/2015 0:00,9280.371506
6/3/2015 0:00,4324.112515
6/6/2015 0:00,3553.26648
6/9/2015 0:00,4332.201541
6/12/2015 0:00,4598.951601
6/15/2015 0:00,5418.568984
6/18/2015 0:00,7373.649121
6/21/2015 0:00,3647.236687
6/24/2015 0:00,4201.365945
6/27/2015 0:00,4243.05858
6/30/2015 0:00,7919.381191
7/3/2015 0:00,6334.879336
7/6/2015 0:00,10635.95148
7/9/2015 0:00,11156.85321
7/12/2015 0:00,14062.99338
7/15/2015 0:00,7672.503006
7/18/2015 0:00,13370.22891
7/21/2015 0:00,7889.243106
7/24/2015 0:00,7565.679218
7/27/2015 0:00,10985.40985
7/30/2015 0:00,10259.16523
8/2/2015 0:00,6406.817964
8/5/2015 0:00,10939.00474
8/8/2015 0:00,6656.35996
8/11/2015 0:00,7816.929658
8/14/2015 0:00,7055.211416
8/17/2015 0:00,6662.505895
8/20/2015 0:00,6518.784018
8/23/2015 0:00,5487.120715
8/26/2015 0:00,6324.814699
8/29/2015 0:00,5193.11274
9/1/2015 0:00,6144.655071
9/4/2015 0:00,6046.575379
9/7/2015 0:00,7446.737882
9/10/2015 0:00,7783.607172
9/13/2015 0:00,6353.170935
9/16/2015 0:00,6208.55893
9/19/2015 0:00,5283.490972
9/22/2015 0:00,6725.254091
9/25/2015 0:00,6942.869734
9/28/2015 0:00,6796.628154
10/1/2015 0:00,7555.760731
10/4/2015 0:00,4775.869608
10/7/2015 0:00,7023.783899
10/10/2015 0:00,6638.423271
10/13/2015 0:00,6641.363058
10/16/2015 0:00,7817.08915
10/19/2015 0:00,8745.801026
10/22/2015 0:00,9023.404187
10/25/2015 0:00,9120.500545
10/28/2015 0:00,9622.753218
10/31/2015 0:00,9983.359104
11/3/2015 0:00,16426.60257
11/6/2015 0:00,13380.50646
11/9/2015 0:00,12419.8717
11/12/2015 0:00,8835.445095
11/15/2015 0:00,8162.777615
11/18/2015 0:00,10730.95109
11/21/2015 0:00,8239.918442
11/24/2015 0:00,8486.064008
11/27/2015 0:00,9639.341346
11/30/2015 0:00,14242.40704
12/3/2015 0:00,11809.4627
12/6/2015 0:00,12397.54909
12/9/2015 0:00,16634.39678
12/12/2015 0:00,16657.83287
12/15/2015 0:00,19605.40622
12/18/2015 0:00,17531.46035
12/21/2015 0:00,19072.40371
12/24/2015 0:00,17598.25033
12/27/2015 0:00,12210.73222
12/30/2015 0:00,14091.5909
1/2/2016 0:00,13798.46777
1/5/2016 0:00,14331.03153
1/8/2016 0:00,16166.93039
1/11/2016 0:00,17251.05698
1/14/2016 0:00,14105.80549
1/17/2016 0:00,14340.40906
1/20/2016 0:00,18938.77629
1/23/2016 0:00,15254.66417
1/26/2016 0:00,19018.48291
1/29/2016 0:00,18397.45041
2/1/2016 0:00,21477.2028
2/4/2016 0:00,15305.12648
2/7/2016 0:00,15229.65208
2/10/2016 0:00,17340.78623
2/13/2016 0:00,14543.12282
2/16/2016 0:00,17988.04788
2/19/2016 0:00,19990.07611
2/22/2016 0:00,20973.07402
2/25/2016 0:00,19489.75169
2/28/2016 0:00,19986.45724
3/2/2016 0:00,39646.77118
3/5/2016 0:00,25266.64578
3/8/2016 0:00,18670.57776
3/11/2016 0:00,16729.21085
3/14/2016 0:00,17011.74213
3/17/2016 0:00,19676.35536
